,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
19836,Male,Loyal Customer,39,Business travel,342,5,5,4,3,4,4,3,0,0,Satisfied
19843,Male,Disloyal Customer,62,Business travel,342,2,2,3,4,4,4,4,0,0,Neutral
19844,Male,Loyal Customer,39,Business travel,342,1,1,1,3,5,5,4,0,0,Satisfied
19847,Female,Disloyal Customer,37,Business travel,342,1,1,1,3,3,4,3,0,0,Dissatisfied
19848,Female,Disloyal Customer,35,Business travel,342,2,2,3,4,4,4,4,0,0,Neutral
19851,Male,Loyal Customer,56,Business travel,342,1,0,0,3,4,5,3,63,87,Dissatisfied
19853,Female,Loyal Customer,40,Business travel,342,2,2,2,4,4,4,3,48,50,Satisfied
19854,Female,Loyal Customer,35,Business travel,342,5,5,5,5,5,5,5,0,0,Satisfied
19855,Male,Disloyal Customer,45,Business travel,342,4,3,3,4,4,4,4,0,0,Neutral
19856,Female,Loyal Customer,26,Personal Travel,342,2,4,3,4,4,4,4,0,0,Neutral
19859,Male,Loyal Customer,44,Business travel,342,3,3,3,3,5,5,4,11,0,Satisfied
19867,Female,Loyal Customer,46,Business travel,342,4,4,4,5,4,4,4,5,0,Satisfied
19869,Female,Loyal Customer,49,Business travel,342,1,5,1,3,4,4,4,9,6,Satisfied
19870,Male,Loyal Customer,59,Business travel,342,3,3,3,3,5,5,3,3,2,Satisfied
19875,Female,Disloyal Customer,35,Business travel,342,2,2,2,3,3,5,3,0,0,Dissatisfied
19876,Female,Loyal Customer,27,Business travel,342,0,0,0,5,5,4,5,0,0,Satisfied
19877,Female,Disloyal Customer,32,Business travel,342,2,2,2,2,2,4,2,72,71,Dissatisfied
19878,Male,Loyal Customer,33,Business travel,342,5,5,5,4,4,4,4,13,5,Satisfied
19881,Female,Disloyal Customer,35,Business travel,342,2,2,2,5,5,4,5,18,16,Dissatisfied
19883,Female,Loyal Customer,51,Business travel,342,3,3,3,4,5,5,4,2,8,Satisfied
19894,Female,Disloyal Customer,41,Business travel,342,3,4,4,3,3,3,3,7,0,Dissatisfied
19896,Male,Loyal Customer,59,Business travel,342,4,1,1,1,4,4,4,0,16,Dissatisfied
19897,Male,Loyal Customer,39,Business travel,342,1,1,1,2,4,4,5,34,35,Satisfied
19902,Male,Disloyal Customer,34,Business travel,342,3,3,3,5,5,4,5,2,0,Dissatisfied
19908,Female,Loyal Customer,49,Business travel,342,0,0,0,4,4,4,5,22,17,Satisfied
19913,Male,Loyal Customer,36,Business travel,342,0,0,0,4,3,3,4,0,0,Satisfied
19917,Male,Loyal Customer,45,Business travel,342,5,5,5,4,4,4,5,0,0,Satisfied
19918,Female,Loyal Customer,61,Business travel,342,4,4,4,5,4,4,4,0,2,Satisfied
19920,Female,Loyal Customer,37,Business travel,342,1,1,1,5,4,4,5,0,0,Satisfied
19923,Male,Loyal Customer,36,Business travel,342,2,2,2,5,5,5,5,0,0,Satisfied
19926,Male,Loyal Customer,46,Business travel,342,5,5,5,4,4,4,4,46,37,Satisfied
19929,Male,Loyal Customer,36,Personal Travel,342,1,5,1,3,3,2,3,0,0,Dissatisfied
19934,Female,Disloyal Customer,41,Business travel,342,5,5,5,2,2,5,2,27,19,Satisfied
19935,Male,Loyal Customer,55,Business travel,342,5,5,5,4,4,4,3,1,0,Satisfied
19939,Female,Loyal Customer,32,Business travel,342,3,3,2,4,4,5,4,1,0,Satisfied
19942,Female,Disloyal Customer,25,Business travel,343,3,0,3,5,5,4,5,0,0,Satisfied
19944,Male,Loyal Customer,42,Business travel,343,3,5,3,4,5,5,5,0,0,Satisfied
19969,Female,Loyal Customer,25,Business travel,344,3,3,2,3,3,3,3,0,0,Satisfied
19971,Male,Loyal Customer,69,Business travel,344,1,5,5,5,1,1,3,4,0,Dissatisfied
19972,Female,Loyal Customer,48,Business travel,344,0,0,0,5,4,4,4,0,0,Satisfied
19975,Female,Disloyal Customer,26,Business travel,345,5,0,3,4,4,4,4,0,0,Neutral
19977,Male,Disloyal Customer,22,Business travel,345,5,0,5,4,4,5,4,0,0,Satisfied
19980,Male,Loyal Customer,39,Personal Travel,345,3,2,3,4,4,3,4,0,0,Satisfied
19982,Male,Loyal Customer,22,Business travel,345,0,0,0,2,2,5,2,21,10,Satisfied
19983,Female,Loyal Customer,53,Business travel,345,3,3,3,3,4,4,5,20,21,Satisfied
19984,Female,Disloyal Customer,34,Business travel,345,4,4,4,3,3,5,3,29,23,Dissatisfied
19985,Female,Loyal Customer,38,Business travel,345,2,2,2,2,4,4,5,0,0,Satisfied
19987,Male,Disloyal Customer,64,Business travel,345,2,2,2,5,5,5,5,0,0,Dissatisfied
19988,Female,Disloyal Customer,26,Business travel,345,4,4,3,4,4,4,4,0,0,Neutral
19990,Female,Loyal Customer,44,Business travel,345,3,3,3,3,3,3,2,15,3,Dissatisfied
19992,Female,Loyal Customer,39,Business travel,345,2,2,2,2,5,5,4,21,18,Satisfied
19994,Male,Disloyal Customer,37,Business travel,345,2,2,2,5,5,4,5,0,0,Dissatisfied
19997,Female,Loyal Customer,55,Business travel,345,3,3,3,3,4,4,3,0,0,Satisfied
19998,Male,Disloyal Customer,37,Business travel,345,5,5,5,5,5,4,5,45,40,Satisfied
19999,Male,Disloyal Customer,21,Business travel,345,4,3,4,4,4,3,4,24,21,Dissatisfied
20008,Female,Loyal Customer,40,Business travel,345,0,0,0,2,2,1,4,0,0,Satisfied
20009,Male,Loyal Customer,39,Business travel,345,5,5,2,3,4,4,4,0,0,Satisfied
20010,Male,Loyal Customer,56,Business travel,345,1,4,3,3,1,1,2,56,53,Dissatisfied
20014,Male,Loyal Customer,60,Business travel,345,4,4,4,3,4,4,5,1,6,Satisfied
20015,Male,Disloyal Customer,26,Business travel,345,3,2,3,4,4,4,4,0,0,Neutral
20022,Female,Disloyal Customer,25,Business travel,345,3,0,3,4,4,4,4,0,0,Satisfied
20025,Male,Loyal Customer,52,Business travel,345,0,0,0,2,2,2,5,11,15,Satisfied
20026,Male,Disloyal Customer,36,Business travel,345,1,1,3,4,4,4,4,0,0,Neutral
20031,Male,Disloyal Customer,22,Business travel,345,4,0,4,3,3,5,3,116,113,Satisfied
20032,Female,Disloyal Customer,45,Business travel,345,3,3,3,5,5,5,5,2,0,Dissatisfied
20033,Male,Loyal Customer,39,Business travel,345,2,2,2,5,5,5,5,11,1,Satisfied
20040,Male,Disloyal Customer,41,Business travel,345,4,4,4,5,5,4,5,60,59,Satisfied
20042,Female,Loyal Customer,56,Business travel,345,0,0,0,5,1,1,4,0,0,Satisfied
20043,Male,Loyal Customer,43,Business travel,345,5,2,5,2,5,5,5,0,0,Satisfied
20049,Female,Loyal Customer,62,Business travel,345,0,0,0,4,5,5,5,0,0,Satisfied
20050,Female,Disloyal Customer,61,Business travel,345,1,0,0,3,3,4,3,0,0,Dissatisfied
20051,Female,Loyal Customer,56,Business travel,345,3,3,3,2,4,4,4,0,0,Satisfied
20052,Female,Loyal Customer,54,Business travel,345,3,1,3,4,4,4,4,0,0,Neutral
20054,Female,Loyal Customer,38,Business travel,345,1,5,5,2,1,1,2,7,7,Dissatisfied
20056,Male,Loyal Customer,60,Business travel,345,2,2,2,4,4,4,4,14,7,Satisfied
20062,Female,Loyal Customer,45,Business travel,346,1,1,1,2,4,4,4,0,0,Satisfied
20074,Male,Loyal Customer,60,Business travel,346,0,0,3,4,4,4,4,0,0,Neutral
20078,Male,Disloyal Customer,37,Business travel,346,2,2,2,4,4,4,4,0,0,Dissatisfied
20086,Male,Loyal Customer,40,Business travel,346,0,0,0,5,5,5,3,21,33,Satisfied
20088,Male,Loyal Customer,70,Business travel,346,2,1,3,4,4,4,4,0,0,Neutral
20091,Female,Loyal Customer,47,Business travel,346,0,1,1,5,5,5,4,5,58,Satisfied
20092,Male,Disloyal Customer,27,Business travel,346,0,0,3,4,4,4,4,0,0,Neutral
20095,Female,Loyal Customer,27,Business travel,347,3,3,3,4,4,4,4,43,38,Satisfied
20097,Female,Disloyal Customer,0,Business travel,347,1,1,1,4,4,2,4,0,0,Neutral
20102,Male,Loyal Customer,39,Business travel,347,1,1,4,5,4,4,4,0,0,Satisfied
20106,Male,Loyal Customer,58,Business travel,347,1,5,1,2,4,4,5,7,0,Satisfied
20110,Female,Loyal Customer,52,Personal Travel,347,2,4,2,2,2,4,5,2,21,Dissatisfied
20111,Male,Disloyal Customer,39,Business travel,347,4,4,4,3,3,1,3,0,0,Satisfied
20112,Male,Loyal Customer,35,Personal Travel,347,1,4,1,4,3,1,5,0,0,Dissatisfied
20113,Male,Disloyal Customer,39,Business travel,347,5,5,3,4,4,4,4,0,0,Neutral
20114,Female,Loyal Customer,41,Business travel,347,3,3,3,4,4,4,4,0,0,Neutral
20116,Female,Loyal Customer,62,Personal Travel,347,3,5,3,3,2,5,5,0,0,Dissatisfied
20119,Female,Loyal Customer,33,Business travel,347,1,1,1,3,5,5,5,0,0,Satisfied
20121,Female,Loyal Customer,45,Business travel,347,4,4,4,2,4,4,4,1,0,Satisfied
20129,Male,Loyal Customer,54,Business travel,347,5,5,5,5,4,4,4,0,0,Satisfied
20130,Male,Loyal Customer,37,Business travel,347,2,2,3,4,4,4,4,0,0,Neutral
20131,Female,Loyal Customer,59,Business travel,347,5,5,5,3,4,4,3,7,6,Satisfied
20133,Female,Loyal Customer,35,Business travel,347,4,4,4,5,4,4,5,0,0,Satisfied
20139,Male,Loyal Customer,32,Business travel,347,2,2,2,4,4,4,4,0,0,Satisfied
20140,Male,Loyal Customer,46,Business travel,347,4,4,4,4,5,5,3,0,0,Satisfied
20143,Male,Loyal Customer,47,Personal Travel,347,3,5,3,4,4,4,4,15,12,Dissatisfied
20144,Male,Disloyal Customer,36,Business travel,347,3,4,4,5,5,4,5,0,20,Dissatisfied
20145,Male,Loyal Customer,37,Business travel,347,5,5,3,4,4,4,4,0,0,Neutral
20146,Female,Disloyal Customer,22,Business travel,347,2,3,2,5,5,4,5,29,22,Dissatisfied
20148,Female,Disloyal Customer,21,Business travel,347,3,3,3,4,4,2,4,10,8,Dissatisfied
20152,Female,Loyal Customer,25,Business travel,347,3,4,5,3,3,5,3,0,0,Satisfied
20153,Female,Loyal Customer,44,Business travel,347,5,5,5,5,4,4,4,82,85,Satisfied
20163,Male,Loyal Customer,42,Business travel,347,1,1,1,2,5,5,5,0,0,Satisfied
20164,Female,Disloyal Customer,25,Business travel,347,4,0,4,5,5,4,5,0,0,Satisfied
20166,Male,Disloyal Customer,61,Business travel,347,3,3,3,4,4,4,4,0,0,Dissatisfied
20168,Female,Loyal Customer,45,Business travel,347,4,4,4,2,4,4,3,0,0,Satisfied
20172,Female,Disloyal Customer,39,Business travel,347,3,3,3,5,5,5,5,0,0,Dissatisfied
20175,Female,Disloyal Customer,21,Business travel,347,5,5,5,2,2,3,2,0,0,Satisfied
20177,Male,Loyal Customer,48,Business travel,347,0,0,0,4,4,4,3,0,0,Satisfied
20178,Male,Loyal Customer,38,Business travel,347,2,2,2,5,2,2,4,0,4,Dissatisfied
20179,Female,Loyal Customer,68,Personal Travel,347,3,5,3,3,1,1,3,1,0,Dissatisfied
20181,Female,Loyal Customer,57,Personal Travel,347,3,4,3,5,5,4,3,0,0,Dissatisfied
20184,Female,Loyal Customer,65,Business travel,347,0,0,0,4,4,4,2,0,0,Satisfied
20189,Female,Disloyal Customer,21,Business travel,347,1,3,1,5,5,4,5,0,0,Dissatisfied
20191,Female,Loyal Customer,65,Business travel,347,3,3,1,1,4,4,4,0,5,Satisfied
20195,Male,Disloyal Customer,39,Business travel,347,1,1,1,2,2,5,2,0,0,Dissatisfied
20197,Female,Disloyal Customer,38,Business travel,347,3,3,3,3,3,5,3,0,0,Dissatisfied
20204,Male,Disloyal Customer,61,Business travel,347,4,4,3,4,4,4,4,0,0,Neutral
20205,Male,Loyal Customer,62,Business travel,347,1,1,1,2,5,5,4,0,0,Satisfied
20208,Male,Disloyal Customer,44,Business travel,347,2,2,3,4,4,4,4,0,0,Neutral
20210,Male,Loyal Customer,63,Business travel,347,4,4,3,4,4,4,4,0,0,Neutral
20211,Male,Disloyal Customer,38,Business travel,347,3,3,3,4,4,4,4,0,6,Dissatisfied
20212,Male,Disloyal Customer,37,Business travel,347,2,2,3,4,4,4,4,0,0,Neutral
20215,Female,Disloyal Customer,45,Business travel,347,4,4,4,3,3,5,3,0,0,Dissatisfied
20221,Male,Disloyal Customer,45,Business travel,347,1,1,1,2,2,5,2,0,0,Dissatisfied
20223,Female,Loyal Customer,27,Personal Travel,347,5,5,5,2,2,5,2,0,0,Satisfied
20226,Male,Loyal Customer,38,Business travel,347,3,3,3,3,5,5,5,0,0,Satisfied
20230,Male,Loyal Customer,57,Business travel,347,3,2,4,1,3,3,3,0,32,Dissatisfied
20240,Male,Disloyal Customer,40,Business travel,347,1,1,1,2,2,4,2,5,1,Dissatisfied
20244,Male,Loyal Customer,34,Business travel,347,2,3,3,4,2,2,2,0,0,Dissatisfied
20245,Male,Loyal Customer,39,Business travel,347,2,2,2,4,4,4,4,0,0,Satisfied
20246,Male,Disloyal Customer,37,Business travel,347,2,2,2,5,5,4,5,0,0,Dissatisfied
20248,Female,Disloyal Customer,44,Business travel,347,2,2,3,4,4,4,4,0,0,Neutral
20265,Female,Loyal Customer,22,Personal Travel,349,2,4,2,4,4,4,4,0,0,Dissatisfied
20266,Female,Disloyal Customer,38,Business travel,349,3,3,3,4,4,4,4,29,28,Dissatisfied
20275,Male,Loyal Customer,46,Business travel,349,5,5,5,4,5,5,3,0,0,Satisfied
20279,Female,Loyal Customer,51,Business travel,349,0,0,0,5,4,4,2,0,0,Satisfied
20284,Female,Disloyal Customer,40,Business travel,349,2,2,2,3,3,4,3,32,31,Dissatisfied
20287,Female,Loyal Customer,51,Business travel,349,1,1,1,4,4,4,3,10,0,Satisfied
20288,Male,Disloyal Customer,45,Business travel,349,1,1,1,4,4,4,4,6,6,Dissatisfied
20299,Female,Loyal Customer,73,Business travel,349,2,2,3,2,2,2,2,5,0,Dissatisfied
20301,Male,Loyal Customer,22,Business travel,349,2,3,3,2,2,3,2,0,0,Dissatisfied
20308,Female,Loyal Customer,55,Business travel,349,0,0,0,2,1,1,4,1,0,Satisfied
20314,Male,Loyal Customer,49,Business travel,349,1,3,3,4,4,4,4,0,0,Neutral
20315,Female,Loyal Customer,49,Business travel,349,0,0,0,2,5,5,3,35,42,Satisfied
20325,Male,Disloyal Customer,21,Business travel,349,5,2,5,3,3,4,3,36,33,Satisfied
20331,Female,Loyal Customer,63,Personal Travel,349,4,4,4,3,2,2,4,0,0,Dissatisfied
20332,Female,Loyal Customer,47,Personal Travel,349,2,3,3,4,4,4,4,0,0,Neutral
20334,Female,Disloyal Customer,26,Business travel,349,2,0,3,4,4,4,4,0,0,Neutral
20335,Male,Disloyal Customer,19,Business travel,349,2,2,2,3,3,3,3,0,0,Dissatisfied
20344,Male,Loyal Customer,41,Business travel,349,3,1,3,4,4,4,4,0,0,Neutral
20346,Male,Loyal Customer,52,Business travel,349,1,1,1,4,5,5,4,0,6,Satisfied
20347,Female,Loyal Customer,45,Business travel,349,3,3,3,4,4,4,4,0,0,Neutral
20350,Female,Disloyal Customer,39,Business travel,349,4,4,4,3,3,3,3,0,0,Dissatisfied
20351,Female,Disloyal Customer,39,Business travel,349,3,4,4,4,4,5,4,0,0,Satisfied
20356,Male,Loyal Customer,35,Business travel,349,2,2,2,4,5,5,5,0,7,Satisfied
20363,Female,Loyal Customer,58,Business travel,349,5,5,5,2,4,4,3,15,3,Satisfied
20370,Female,Disloyal Customer,33,Business travel,349,2,1,1,3,3,5,3,14,15,Dissatisfied
20375,Male,Loyal Customer,58,Business travel,349,2,2,2,3,4,4,5,0,0,Satisfied
20378,Male,Disloyal Customer,19,Business travel,349,1,2,1,4,4,4,4,28,19,Dissatisfied
20379,Female,Loyal Customer,49,Business travel,349,2,1,2,2,2,2,4,27,12,Dissatisfied
20384,Male,Loyal Customer,36,Business travel,349,0,0,0,3,5,5,3,0,0,Satisfied
20385,Male,Disloyal Customer,65,Business travel,349,3,3,3,2,2,4,2,3,0,Dissatisfied
20392,Male,Loyal Customer,40,Business travel,349,2,2,2,5,4,4,5,12,5,Satisfied
20393,Male,Disloyal Customer,26,Business travel,349,3,3,3,2,2,3,2,0,0,Dissatisfied
20395,Male,Disloyal Customer,26,Business travel,349,3,3,3,5,5,3,5,33,32,Dissatisfied
20396,Female,Loyal Customer,54,Business travel,349,5,5,5,4,3,3,3,27,23,Satisfied
20398,Male,Disloyal Customer,27,Business travel,349,3,3,3,2,2,5,2,25,23,Dissatisfied
20405,Male,Loyal Customer,43,Business travel,349,2,2,2,3,5,5,5,0,0,Satisfied
20420,Male,Disloyal Customer,26,Business travel,351,4,4,4,2,2,4,2,4,11,Satisfied
20428,Female,Loyal Customer,25,Business travel,351,4,1,4,4,4,4,4,0,0,Satisfied
20431,Female,Loyal Customer,41,Personal Travel,351,2,5,2,4,1,1,4,13,10,Dissatisfied
20432,Female,Disloyal Customer,33,Business travel,351,2,2,2,4,4,5,4,0,4,Dissatisfied
20438,Female,Disloyal Customer,25,Business travel,351,2,5,2,4,4,4,4,0,0,Satisfied
20449,Male,Disloyal Customer,0,Business travel,351,2,2,2,3,3,2,3,0,0,Neutral
20450,Female,Disloyal Customer,39,Business travel,351,3,3,3,2,2,4,2,0,0,Dissatisfied
20453,Female,Loyal Customer,43,Business travel,351,2,2,2,3,4,4,3,2,0,Satisfied
20456,Female,Loyal Customer,42,Personal Travel,351,2,3,2,2,1,2,3,692,702,Dissatisfied
20458,Male,Disloyal Customer,26,Business travel,351,2,4,2,4,4,5,4,0,0,Dissatisfied
20461,Male,Loyal Customer,48,Business travel,351,0,0,0,5,3,3,3,80,76,Satisfied
20466,Male,Disloyal Customer,0,Business travel,351,1,1,1,5,5,4,5,0,0,Neutral
20469,Male,Disloyal Customer,45,Business travel,351,4,4,3,4,4,4,4,0,0,Neutral
20470,Male,Disloyal Customer,38,Business travel,351,3,4,4,5,5,5,5,0,0,Dissatisfied
20473,Male,Disloyal Customer,39,Business travel,351,1,1,1,3,3,4,3,6,3,Dissatisfied
20474,Male,Disloyal Customer,44,Business travel,351,3,3,3,4,4,4,4,0,0,Neutral
20479,Male,Loyal Customer,45,Business travel,351,2,3,3,4,4,4,4,0,0,Neutral
20484,Male,Loyal Customer,47,Business travel,351,4,3,4,5,4,4,3,14,14,Satisfied
20485,Male,Loyal Customer,47,Business travel,351,2,2,2,2,4,4,3,10,6,Satisfied
20490,Female,Loyal Customer,56,Business travel,351,4,4,4,4,4,4,5,0,0,Satisfied
20495,Female,Loyal Customer,68,Business travel,351,3,2,2,4,3,3,3,0,0,Dissatisfied
20497,Female,Loyal Customer,44,Personal Travel,351,1,5,3,2,3,3,5,0,0,Dissatisfied
20498,Male,Loyal Customer,52,Personal Travel,351,1,4,1,3,5,5,5,0,0,Dissatisfied
20504,Female,Loyal Customer,39,Business travel,351,2,1,1,2,2,3,2,0,0,Satisfied
20508,Male,Loyal Customer,34,Business travel,351,2,2,2,3,5,5,5,0,0,Satisfied
20515,Male,Disloyal Customer,36,Business travel,351,4,4,4,5,5,4,5,0,0,Dissatisfied
20518,Female,Loyal Customer,56,Business travel,351,1,1,1,3,4,4,5,0,0,Satisfied
20519,Male,Loyal Customer,59,Business travel,351,2,2,2,2,5,5,3,0,0,Satisfied
20527,Male,Disloyal Customer,38,Business travel,351,2,2,3,4,4,4,4,0,0,Neutral
20529,Female,Disloyal Customer,25,Business travel,351,5,1,5,2,2,5,2,0,0,Satisfied
20534,Female,Loyal Customer,14,Personal Travel,351,4,2,4,3,3,3,3,0,0,Dissatisfied
20538,Male,Disloyal Customer,26,Business travel,351,3,1,3,3,3,4,3,13,8,Dissatisfied
20540,Male,Loyal Customer,48,Personal Travel,351,1,5,1,3,4,4,5,0,0,Dissatisfied
20541,Male,Disloyal Customer,33,Business travel,351,3,3,3,2,2,2,2,0,0,Dissatisfied
20542,Male,Disloyal Customer,42,Business travel,351,3,3,3,2,2,3,2,0,0,Dissatisfied
20544,Female,Loyal Customer,47,Business travel,351,5,5,5,4,5,5,2,0,0,Satisfied
20546,Male,Disloyal Customer,19,Business travel,351,3,4,3,5,5,4,5,0,0,Dissatisfied
20553,Male,Loyal Customer,47,Business travel,352,4,4,4,5,5,5,5,4,0,Satisfied
20562,Male,Loyal Customer,40,Business travel,352,4,4,4,5,4,4,3,0,0,Satisfied
20563,Female,Loyal Customer,32,Business travel,352,2,2,2,2,2,4,2,0,10,Dissatisfied
20564,Male,Loyal Customer,33,Business travel,352,2,2,2,5,5,2,5,0,0,Satisfied
20565,Female,Loyal Customer,68,Business travel,352,3,5,5,3,3,3,2,0,0,Dissatisfied
20568,Male,Loyal Customer,54,Business travel,352,2,2,2,1,5,5,2,0,0,Satisfied
20572,Female,Disloyal Customer,25,Business travel,352,0,2,0,4,4,4,4,0,0,Satisfied
20574,Male,Disloyal Customer,42,Business travel,352,2,2,2,2,1,4,5,146,137,Dissatisfied
20577,Male,Disloyal Customer,38,Business travel,352,4,4,4,2,2,4,2,52,40,Satisfied
20578,Male,Loyal Customer,50,Business travel,352,1,1,1,3,4,4,5,4,0,Satisfied
20584,Female,Loyal Customer,46,Business travel,352,3,3,2,3,4,4,5,0,0,Satisfied
20585,Female,Loyal Customer,49,Business travel,352,1,1,1,2,4,4,3,0,0,Satisfied
20587,Male,Disloyal Customer,26,Business travel,352,5,0,3,4,4,4,4,0,0,Neutral
20588,Female,Loyal Customer,60,Business travel,352,4,3,3,3,4,4,4,18,8,Dissatisfied
20590,Female,Disloyal Customer,25,Business travel,352,0,0,0,5,5,4,5,0,0,Satisfied
20592,Male,Disloyal Customer,50,Business travel,352,3,3,3,4,4,4,4,0,0,Dissatisfied
20594,Male,Loyal Customer,30,Business travel,,1,1,3,4,4,3,4,10,0,Satisfied
20595,Female,Loyal Customer,46,Business travel,352,3,3,3,4,5,5,2,0,0,Satisfied
20598,Female,Disloyal Customer,25,Business travel,352,5,5,5,5,5,4,5,0,0,Satisfied
20605,Female,Disloyal Customer,22,Business travel,353,4,0,3,4,4,4,4,0,0,Neutral
20613,Female,Disloyal Customer,41,Business travel,353,4,4,3,4,4,4,4,0,0,Neutral
20616,Female,Loyal Customer,44,Business travel,353,4,4,3,4,4,4,4,0,0,Neutral
20624,Female,Disloyal Customer,41,Business travel,353,5,4,3,4,4,4,4,0,0,Neutral
20633,Male,Disloyal Customer,20,Business travel,353,1,1,1,4,5,2,4,0,0,Dissatisfied
20637,Male,Loyal Customer,42,Business travel,354,3,3,3,4,4,4,4,0,0,Neutral
20639,Male,Loyal Customer,16,Personal Travel,354,4,5,4,3,3,4,3,0,0,Dissatisfied
20642,Male,Loyal Customer,37,Business travel,354,2,5,5,4,2,2,4,1,4,Dissatisfied
20651,Male,Loyal Customer,26,Personal Travel,354,3,4,3,5,5,5,5,0,0,Dissatisfied
20652,Male,Loyal Customer,45,Business travel,354,4,4,4,4,5,5,2,0,0,Satisfied
20653,Male,Disloyal Customer,34,Business travel,354,3,3,3,2,2,3,2,0,0,Dissatisfied
20655,Female,Loyal Customer,60,Business travel,354,1,1,1,2,4,4,3,0,0,Satisfied
20657,Female,Loyal Customer,33,Business travel,354,1,1,5,3,5,5,2,0,0,Satisfied
20661,Female,Disloyal Customer,26,Business travel,354,1,2,1,4,4,4,4,0,0,Dissatisfied
20666,Male,Loyal Customer,45,Business travel,354,4,4,2,2,5,5,4,0,9,Satisfied
20671,Female,Loyal Customer,57,Business travel,354,0,0,0,3,4,3,3,0,0,Satisfied
20673,Male,Loyal Customer,45,Personal Travel,354,1,5,1,4,2,2,3,3,17,Dissatisfied
20674,Male,Loyal Customer,58,Business travel,354,3,3,3,3,4,4,3,10,8,Satisfied
20676,Female,Loyal Customer,57,Business travel,354,2,2,2,5,5,5,3,0,0,Satisfied
20677,Female,Loyal Customer,58,Business travel,354,2,2,3,4,4,4,4,0,0,Neutral
20678,Male,Disloyal Customer,26,Business travel,354,3,1,3,3,3,3,3,0,7,Dissatisfied
20679,Female,Loyal Customer,60,Business travel,354,3,3,3,5,5,5,4,9,1,Satisfied
20682,Male,Loyal Customer,70,Personal Travel,354,2,4,2,3,4,5,5,16,22,Dissatisfied
20683,Male,Disloyal Customer,22,Business travel,354,4,2,4,4,4,4,4,0,26,Dissatisfied
20686,Male,Loyal Customer,57,Business travel,354,2,1,1,4,2,2,2,11,6,Dissatisfied
20688,Female,Loyal Customer,52,Business travel,354,1,1,1,2,4,4,3,0,0,Satisfied
20689,Male,Disloyal Customer,34,Business travel,354,1,1,1,5,5,1,5,0,0,Dissatisfied
20691,Male,Loyal Customer,48,Business travel,354,1,1,1,3,4,4,5,15,23,Satisfied
20692,Female,Loyal Customer,51,Business travel,354,3,1,1,2,3,3,2,0,0,Dissatisfied
20695,Female,Loyal Customer,58,Business travel,354,2,2,2,2,3,3,5,0,0,Satisfied
20700,Female,Disloyal Customer,40,Business travel,354,4,3,3,4,4,3,4,0,0,Satisfied
20701,Female,Disloyal Customer,44,Business travel,354,3,2,2,5,5,2,5,22,20,Dissatisfied
20710,Male,Disloyal Customer,38,Business travel,354,1,2,3,4,4,4,4,0,0,Neutral
20715,Female,Loyal Customer,57,Business travel,354,3,3,3,2,3,3,4,4,4,Satisfied
20717,Female,Loyal Customer,38,Business travel,354,1,1,1,2,4,4,4,16,3,Satisfied
20718,Male,Disloyal Customer,55,Business travel,354,2,2,2,2,2,5,2,0,0,Dissatisfied
20719,Male,Loyal Customer,33,Business travel,354,3,3,3,5,5,2,5,0,0,Satisfied
20720,Male,Disloyal Customer,36,Business travel,354,2,2,3,4,4,4,4,0,0,Neutral
20721,Female,Disloyal Customer,44,Business travel,354,2,3,3,5,5,4,5,0,0,Dissatisfied
20726,Female,Loyal Customer,60,Business travel,354,3,3,3,5,5,5,5,116,97,Satisfied
20734,Female,Disloyal Customer,39,Business travel,354,3,3,3,4,4,4,4,0,0,Neutral
20751,Male,Loyal Customer,44,Business travel,355,4,4,4,4,3,3,4,0,0,Satisfied
20752,Male,Loyal Customer,59,Personal Travel,355,1,1,1,1,3,1,3,0,0,Dissatisfied
